quantity,band,aqvar,node,roi,r,ci_lo,ci_hi,p,n,q4,level
auc_degree,theta,imagination,24,7Networks_LH_SalVentAttn_ParOper_1,-0.023651537079527,-0.345031844580421,0.302692722913388,0.889491162701806,39,0.985282518685077,node
auc_degree,theta,total,25,7Networks_LH_SalVentAttn_FrOperIns_1,-0.110459513008445,-0.419470516405232,0.221492579179177,0.51515367484422,39,0.980987555666502,node
auc_degree,theta,social,25,7Networks_LH_SalVentAttn_FrOperIns_1,-0.0935231300357453,-0.405266539443909,0.237704744437904,0.581933468622088,39,0.980987555666502,node
auc_degree,theta,switching,25,7Networks_LH_SalVentAttn_FrOperIns_1,-0.0838416966742408,-0.397078868586967,0.246890027258602,0.621761636681975,39,0.980987555666502,node
auc_degree,theta,detail,25,7Networks_LH_SalVentAttn_FrOperIns_1,-0.033002035967715,-0.353249098173861,0.294168162567314,0.846249339872411,39,0.980987555666502,node
auc_degree,theta,communication,25,7Networks_LH_SalVentAttn_FrOperIns_1,0.0709445322600968,-0.259034615847987,0.386093622076348,0.676492843002125,39,0.980987555666502,node
auc_degree,theta,imagination,25,7Networks_LH_SalVentAttn_FrOperIns_1,-0.188058343936057,-0.482671055196082,0.144788966718874,0.265007601317699,39,0.980987555666502,node
auc_degree,theta,total,26,7Networks_LH_SalVentAttn_FrOperIns_2,-0.222705252047776,-0.509932073340063,0.109199304512639,0.185211666267632,39,0.980987555666502,node
auc_degree,theta,social,26,7Networks_LH_SalVentAttn_FrOperIns_2,-0.146660894107308,-0.449332365068752,0.186212778974329,0.386390610576465,39,0.980987555666502,node
auc_degree,theta,switching,26,7Networks_LH_SalVentAttn_FrOperIns_2,-0.217493950334984,-0.505868230316623,0.114607335615077,0.195976232357266,39,0.980987555666502,node
auc_degree,theta,detail,26,7Networks_LH_SalVentAttn_FrOperIns_2,0.00467102209733745,-0.319837580743053,0.328198805216237,0.978110683043514,39,0.995832762088395,node
